date/time: ,12/06/2018,04:41 p.m.
Run 1

time	(MT)
0,000000	-7,034029E-1
0,050000	3,686296E-1
0,100000	-7,842619E-1
0,150000	4,428014E-1
0,200000	-8,545226E-1
0,250000	5,109905E-1
0,300000	-9,128839E-1
0,350000	5,650263E-1
0,400000	-9,625528E-1
0,450000	6,050830E-1
0,500000	-9,955162E-1
0,550000	6,312349E-1
0,600000	-1,015395E+0
0,650000	6,453964E-1
0,700000	-1,021486E+0
0,750000	6,442695E-1
0,800000	-1,015926E+0
0,850000	6,301411E-1
0,900000	-9,972978E-1
0,950000	6,059613E-1
1,000000	-9,640526E-1
1,050000	5,683078E-1
1,100000	-9,208637E-1
1,150000	5,191526E-1
1,200000	-8,663224E-1
1,250000	4,575181E-1
1,300000	-7,997575E-1
1,350000	3,885253E-1
1,400000	-7,227683E-1
1,450000	3,076911E-1
1,500000	-6,388267E-1
1,550000	2,188606E-1
1,600000	-5,483554E-1
1,650000	1,228540E-1
1,700000	-4,515947E-1
1,750000	2,737768E-2
1,800000	-3,530359E-1
1,850000	-7,218382E-2
1,900000	-2,534247E-1
1,950000	-1,746539E-1
2,000000	-1,535815E-1
2,050000	-2,744639E-1
2,100000	-4,953700E-2
2,150000	-3,743652E-1
2,200000	5,285846E-2
2,250000	-4,786251E-1
2,300000	1,516825E-1
2,350000	-5,774408E-1
2,400000	2,465041E-1
2,450000	-6,680364E-1
2,500000	3,348044E-1
2,550000	-7,494174E-1
2,600000	4,113710E-1
2,650000	-8,231667E-1
2,700000	4,798584E-1
2,750000	-8,878423E-1
2,800000	5,404819E-1
2,850000	-9,404529E-1
2,900000	5,866042E-1
2,950000	-9,808244E-1
3,000000	6,188799E-1
3,050000	-1,008302E+0
3,100000	6,374663E-1
3,150000	-1,020392E+0
3,200000	6,458522E-1
3,250000	-1,019481E+0
3,300000	6,404826E-1
3,350000	-1,006902E+0
3,400000	6,194351E-1
3,450000	-9,832026E-1
3,500000	5,889327E-1
3,550000	-9,456236E-1
3,600000	5,476083E-1
3,650000	-8,968662E-1
3,700000	4,932824E-1
3,750000	-8,389441E-1
3,800000	4,276124E-1
3,850000	-7,681862E-1
3,900000	3,526699E-1
3,950000	-6,879984E-1
4,000000	2,696481E-1
4,050000	-5,988861E-1
4,100000	1,790360E-1
4,150000	-5,071718E-1
4,200000	8,221729E-2
4,250000	-4,101377E-1
4,300000	-1,521459E-2
4,350000	-3,099216E-1
4,400000	-1,159362E-1
4,450000	-2,081476E-1
4,500000	-2,163678E-1
4,550000	-1,060173E-1
4,600000	-3,210586E-1
4,650000	-4,251637E-3
4,700000	-4,243987E-1
4,750000	9,905533E-2
4,800000	-5,241342E-1
4,850000	1,996526E-1
4,900000	-6,202402E-1
4,950000	2,896350E-1
5,000000	-7,098746E-1

