date/time: ,12/06/2018,05:02 p.m.
Run 1

time	(MT)
0,000000	5,683747E+0
0,000050	5,667108E+0
0,000100	5,702466E+0
0,000150	5,694146E+0
0,000200	5,700386E+0
0,000250	5,727425E+0
0,000300	5,717025E+0
0,000350	5,721185E+0
0,000400	5,746144E+0
0,000450	5,746144E+0
0,000500	5,754463E+0
0,000550	5,779422E+0
0,000600	5,762783E+0
0,000650	5,766943E+0
0,000700	5,775262E+0
0,000750	5,783582E+0
0,000800	5,775262E+0
0,000850	5,796061E+0
0,000900	5,781502E+0
0,000950	5,800221E+0
0,001000	5,787742E+0
0,001050	5,802301E+0
0,001100	5,791901E+0
0,001150	5,810620E+0
0,001200	5,810620E+0
0,001250	5,804381E+0
0,001300	5,802301E+0
0,001350	5,818940E+0
0,001400	5,808540E+0
0,001450	5,814780E+0
0,001500	5,798141E+0
0,001550	5,806461E+0
0,001600	5,796061E+0
0,001650	5,777342E+0
0,001700	5,777342E+0
0,001750	5,750303E+0
0,001800	5,762783E+0
0,001850	5,717025E+0
0,001900	5,694146E+0
0,001950	5,635909E+0
0,002000	5,602631E+0
0,002050	5,540234E+0
0,002100	5,502796E+0
0,002150	5,457038E+0
0,002200	5,396721E+0
0,002250	5,328085E+0
0,002300	5,255288E+0
0,002350	5,197051E+0
0,002400	5,126335E+0
0,002450	5,055619E+0
0,002500	4,980742E+0
0,002550	4,918346E+0
0,002600	4,843469E+0
0,002650	4,781072E+0
0,002700	4,702036E+0
0,002750	4,639640E+0
0,002800	4,562684E+0
0,002850	4,500287E+0
0,002900	4,423331E+0
0,002950	4,371333E+0
0,003000	4,302697E+0
0,003050	4,242380E+0
0,003100	4,179983E+0
0,003150	4,119666E+0
0,003200	4,055189E+0
0,003250	3,990712E+0
0,003300	3,915836E+0
0,003350	3,857599E+0
0,003400	3,795202E+0
0,003450	3,720326E+0
0,003500	3,653769E+0
0,003550	3,572654E+0
0,003600	3,510257E+0
0,003650	3,422901E+0
0,003700	3,341785E+0
0,003750	3,248190E+0
0,003800	3,173314E+0
0,003850	3,075559E+0
0,003900	2,992363E+0
0,003950	2,907087E+0
0,004000	2,807252E+0
0,004050	2,709497E+0
0,004100	2,609662E+0
0,004150	2,509827E+0
0,004200	2,418312E+0
0,004250	2,316397E+0
0,004300	2,214482E+0
0,004350	2,110488E+0
0,004400	2,008573E+0
0,004450	1,917057E+0
0,004500	1,802663E+0
0,004550	1,709068E+0
0,004600	1,592594E+0
0,004650	1,509398E+0
0,004700	1,397084E+0
0,004750	1,305568E+0
0,004800	1,191174E+0
0,004850	1,095499E+0
0,004900	9,915042E-1
0,004950	8,916692E-1
0,005000	7,876745E-1
0,005050	6,899195E-1
0,005100	5,921644E-1
0,005150	4,860898E-1
0,005200	3,800151E-1
0,005250	2,947395E-1
0,005300	1,969844E-1
0,005350	9,298966E-2
0,005400	5,634078E-3
0,005450	-9,628077E-2
0,005500	-1,815565E-1
0,005550	-2,751517E-1
0,005600	-3,562676E-1
0,005650	-4,581825E-1
0,005700	-5,372185E-1
0,005750	-6,308137E-1
0,005800	-7,202492E-1
0,005850	-8,159244E-1
0,005900	-9,053598E-1
0,005950	-9,927154E-1
0,006000	-1,077991E+0
0,006050	-1,167427E+0
0,006100	-1,254782E+0
0,006150	-1,342138E+0
0,006200	-1,433653E+0
0,006250	-1,506449E+0
0,006300	-1,606284E+0
0,006350	-1,683240E+0
0,006400	-1,776836E+0
0,006450	-1,853792E+0
0,006500	-1,957787E+0
0,006550	-2,032663E+0
0,006600	-2,128338E+0
0,006650	-2,211534E+0
0,006700	-2,292650E+0
0,006750	-2,390405E+0
0,006800	-2,467361E+0
0,006850	-2,550557E+0
0,006900	-2,642072E+0
0,006950	-2,723188E+0
0,007000	-2,808464E+0
0,007050	-2,899979E+0
0,007100	-2,981095E+0
0,007150	-3,072610E+0
0,007200	-3,147486E+0
0,007250	-3,234842E+0
0,007300	-3,307638E+0
0,007350	-3,399154E+0
0,007400	-3,474030E+0
0,007450	-3,567625E+0
0,007500	-3,632102E+0
0,007550	-3,721537E+0
0,007600	-3,796414E+0
0,007650	-3,873370E+0
0,007700	-3,964885E+0
0,007750	-4,031442E+0
0,007800	-4,108398E+0
0,007850	-4,183274E+0
0,007900	-4,253990E+0
0,007950	-4,328867E+0
0,008000	-4,416222E+0
0,008050	-4,472379E+0
0,008100	-4,557655E+0
0,008150	-4,615892E+0
0,008200	-4,697008E+0
0,008250	-4,761485E+0
0,008300	-4,828041E+0
0,008350	-4,884199E+0
0,008400	-4,944515E+0
0,008450	-5,013152E+0
0,008500	-5,077629E+0
0,008550	-5,125466E+0
0,008600	-5,187863E+0
0,008650	-5,229461E+0
0,008700	-5,281458E+0
0,008750	-5,350095E+0
0,008800	-5,379213E+0
0,008850	-5,422891E+0
0,008900	-5,474889E+0
0,008950	-5,531046E+0
0,009000	-5,566404E+0
0,009050	-5,620481E+0
0,009100	-5,643360E+0
0,009150	-5,687038E+0
0,009200	-5,718236E+0
0,009250	-5,757754E+0
0,009300	-5,784793E+0
0,009350	-5,813911E+0
0,009400	-5,838870E+0
0,009450	-5,872149E+0
0,009500	-5,897107E+0
0,009550	-5,897107E+0
0,009600	-5,928306E+0
0,009650	-5,932465E+0
0,009700	-5,959504E+0
0,009750	-5,978223E+0
