date/time: ,12/06/2018,05:09 p.m.
Run 1

time	(MT)
0,000000	-1,669972E-1
0,000050	-1,815565E-1
0,000100	-1,669972E-1
0,000150	-1,836363E-1
0,000200	-1,753168E-1
0,000250	-1,857162E-1
0,000300	-1,732369E-1
0,000350	-1,836363E-1
0,000400	-1,836363E-1
0,000450	-1,794766E-1
0,000500	-1,815565E-1
0,000550	-1,857162E-1
0,000600	-1,877961E-1
0,000650	-1,919559E-1
0,000700	-1,940358E-1
0,000750	-1,940358E-1
0,000800	-1,961157E-1
0,000850	-1,877961E-1
0,000900	-2,023554E-1
0,000950	-1,898760E-1
0,001000	-2,044353E-1
0,001050	-1,961157E-1
0,001100	-2,065152E-1
0,001150	-2,023554E-1
0,001200	-2,023554E-1
0,001250	-2,023554E-1
0,001300	-2,065152E-1
0,001350	-2,023554E-1
0,001400	-2,065152E-1
0,001450	-2,106750E-1
0,001500	-2,148348E-1
0,001550	-2,127549E-1
0,001600	-2,127549E-1
0,001650	-2,273141E-1
0,001700	-2,065152E-1
0,001750	-2,210745E-1
0,001800	-2,169147E-1
0,001850	-2,252342E-1
0,001900	-2,148348E-1
0,001950	-2,273141E-1
0,002000	-2,189946E-1
0,002050	-2,231543E-1
0,002100	-2,189946E-1
0,002150	-2,231543E-1
0,002200	-2,273141E-1
0,002250	-2,356337E-1
0,002300	-2,314739E-1
0,002350	-2,189946E-1
0,002400	-2,377136E-1
0,002450	-2,273141E-1
0,002500	-2,377136E-1
0,002550	-2,314739E-1
0,002600	-2,439533E-1
0,002650	-2,356337E-1
0,002700	-2,356337E-1
0,002750	-2,439533E-1
0,002800	-2,397935E-1
0,002850	-2,460332E-1
0,002900	-2,439533E-1
0,002950	-2,439533E-1
0,003000	-2,501930E-1
0,003050	-2,522729E-1
0,003100	-2,460332E-1
0,003150	-2,605925E-1
0,003200	-2,501930E-1
0,003250	-2,585126E-1
0,003300	-2,460332E-1
0,003350	-2,605925E-1
0,003400	-2,522729E-1
0,003450	-2,605925E-1
0,003500	-2,585126E-1
0,003550	-2,522729E-1
0,003600	-2,543528E-1
0,003650	-2,626723E-1
0,003700	-2,564327E-1
0,003750	-2,605925E-1
0,003800	-2,668321E-1
0,003850	-2,564327E-1
0,003900	-2,689120E-1
0,003950	-2,522729E-1
0,004000	-2,772316E-1
0,004050	-2,689120E-1
0,004100	-2,605925E-1
0,004150	-2,564327E-1
0,004200	-2,730718E-1
0,004250	-2,855512E-1
0,004300	-2,689120E-1
0,004350	-2,647522E-1
